index,barrels08,barrelsA08,charge120,charge240,city08,city08U,cityA08,cityA08U,cityCD,cityE,cityUF,co2,co2A,co2TailpipeAGpm,co2TailpipeGpm,comb08,comb08U,combA08,combA08U,combE,combinedCD,combinedUF,cylinders,displ,drive,engId,feScore,fuelCost08,fuelCostA08,fuelType,ghgScore,ghgScoreA,highway08,highway08U,highwayA08,highwayA08U,highwayCD,highwayE,highwayUF,hlv,hpv,id,lv2,lv4,make,model,mpgData,phevBlended,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UCityA,UHighway,UHighwayA,VClass,year,youSaveSpend,charge240b,createdOn,modifiedOn,phevCity,phevHwy,phevComb
7139,0.282,0.0,0.0,0.0,81,0.0,0,0.0,0.0,41.0,0.0,0,-1,0.0,0.0,72,0.0,0,0.0,47.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,900,0,Electricity,-1,-1,64,0.0,0,0.0,0.0,53.0,0.0,0,0,16424,0,0,Toyota,RAV4 EV,N,False,0,0,88,0.0,0.0,0.0,0.0,Automatic,116.2069,0.0,91.0811,0.0,Sport Utility Vehicle - 2WD,2000,2250,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
8143,0.282,0.0,0.0,0.0,81,0.0,0,0.0,0.0,41.0,0.0,0,-1,0.0,0.0,72,0.0,0,0.0,47.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,900,0,Electricity,-1,-1,64,0.0,0,0.0,0.0,53.0,0.0,0,0,17328,0,0,Toyota,RAV4 EV,N,False,0,0,88,0.0,0.0,0.0,0.0,Automatic,116.2069,0.0,91.0811,0.0,Sport Utility Vehicle - 2WD,2001,2250,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
8146,0.522,0.0,0.0,0.0,45,0.0,0,0.0,0.0,75.0,0.0,0,-1,0.0,0.0,39,0.0,0,0.0,87.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1700,0,Electricity,-1,-1,33,0.0,0,0.0,0.0,102.0,0.0,0,0,17330,0,0,Ford,Explorer USPS Electric,N,False,0,0,38,0.0,0.0,0.0,0.0,Automatic,62.4074,0.0,46.8056,0.0,Sport Utility Vehicle - 2WD,2001,-1750,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
9212,0.258,0.0,0.0,0.0,87,0.0,0,0.0,0.0,39.0,0.0,0,-1,0.0,0.0,78,0.0,0,0.0,43.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,850,0,Electricity,-1,-1,69,0.0,0,0.0,0.0,49.0,0.0,0,0,18290,0,0,Toyota,RAV4 EV,N,False,0,0,95,0.0,0.0,0.0,0.0,Automatic,124.8148,0.0,99.1176,0.0,Sport Utility Vehicle - 2WD,2002,2500,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
9213,0.522,0.0,0.0,0.0,45,0.0,0,0.0,0.0,75.0,0.0,0,-1,0.0,0.0,39,0.0,0,0.0,87.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1700,0,Electricity,-1,-1,33,0.0,0,0.0,0.0,102.0,0.0,0,0,18291,0,0,Ford,Explorer USPS Electric,N,False,0,0,38,0.0,0.0,0.0,0.0,Automatic,62.4074,0.0,46.8056,0.0,Sport Utility Vehicle - 2WD,2002,-1750,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
10329,0.258,0.0,0.0,0.0,87,0.0,0,0.0,0.0,39.0,0.0,0,-1,0.0,0.0,78,0.0,0,0.0,43.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,850,0,Electricity,-1,-1,69,0.0,0,0.0,0.0,49.0,0.0,0,0,19296,0,0,Toyota,RAV4 EV,N,False,0,0,95,0.0,0.0,0.0,0.0,Automatic,124.8148,0.0,99.1176,0.0,Sport Utility Vehicle - 2WD,2003,2500,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
21413,13.73375,0.0,0.0,0.0,22,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,370.29166,24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheel Drive,0,-1,1400,0,Regular,-1,-1,28,0.0,0,0.0,0.0,0.0,0.0,0,0,29472,0,0,Subaru,RX Turbo,N,False,0,0,0,0.0,0.0,0.0,0.0,Manual 5-spd,27.4,0.0,38.8,0.0,Subcompact Cars,1985,-250,0.0,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,0,0,0
21414,14.33087,0.0,0.0,0.0,21,0.0,0,0.0,0.0,0.0,0.0,-1,-1,0.0,386.3913,23,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4-Wheel Drive,0,-1,1450,0,Regular,-1,-1,27,0.0,0,0.0,0.0,0.0,0.0,0,0,29473,0,0,Subaru,RX Turbo,N,False,0,0,0,0.0,0.0,0.0,0.0,Manual 5-spd,26.9,0.0,37.1,0.0,Subcompact Cars,1985,-500,0.0,Tue Jan 01 00:00:00 EST 2013,Tue Jan 01 00:00:00 EST 2013,0,0,0
23026,0.348,0.0,0.0,0.0,62,0.0,0,0.0,0.0,54.0,0.0,0,-1,0.0,0.0,58,0.0,0,0.0,58.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1150,0,Electricity,-1,-1,54,0.0,0,0.0,0.0,63.0,0.0,0,0,30965,0,0,Ford,Ranger Pickup 2WD,N,False,0,0,50,0.0,0.0,0.0,0.0,Automatic (A1),88.6842,0.0,76.5909,0.0,Standard Pickup Trucks 2WD,2001,1000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23027,0.348,0.0,0.0,0.0,62,0.0,0,0.0,0.0,54.0,0.0,0,-1,0.0,0.0,58,0.0,0,0.0,58.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1150,0,Electricity,-1,-1,54,0.0,0,0.0,0.0,63.0,0.0,0,0,30966,0,0,Ford,Ranger Pickup 2WD,N,False,0,0,50,0.0,0.0,0.0,0.0,Automatic (A1),88.6842,0.0,76.5909,0.0,Standard Pickup Trucks 2WD,2000,1000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23028,0.36,0.0,0.0,0.0,59,0.0,0,0.0,0.0,57.0,0.0,0,-1,0.0,0.0,56,0.0,0,0.0,60.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1150,0,Electricity,-1,-1,52,0.0,0,0.0,0.0,64.0,0.0,0,0,30967,0,0,Ford,Ranger Pickup 2WD,N,False,0,0,65,0.0,0.0,0.0,0.0,Automatic (A1),84.25,0.0,74.8889,0.0,Standard Pickup Trucks 2WD,2000,1000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23033,0.348,0.0,0.0,0.0,62,0.0,0,0.0,0.0,54.0,0.0,0,-1,0.0,0.0,58,0.0,0,0.0,58.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1150,0,Electricity,-1,-1,54,0.0,0,0.0,0.0,63.0,0.0,0,0,30971,0,0,Ford,Ranger Pickup 2WD,N,False,0,0,50,0.0,0.0,0.0,0.0,Automatic (A1),88.6842,0.0,76.5909,0.0,Standard Pickup Trucks 2WD,1999,1000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23034,0.432,0.0,0.0,0.0,50,0.0,0,0.0,0.0,67.0,0.0,0,-1,0.0,0.0,47,0.0,0,0.0,72.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1400,0,Electricity,-1,-1,44,0.0,0,0.0,0.0,77.0,0.0,0,0,30972,0,0,Ford,Ranger Pickup 2WD,N,False,0,0,55,0.0,0.0,0.0,0.0,Automatic (A1),71.7021,0.0,62.4074,0.0,Standard Pickup Trucks 2WD,1999,-250,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23035,0.576,0.0,0.0,0.0,37,0.0,0,0.0,0.0,90.0,0.0,0,-1,0.0,0.0,35,0.0,0,0.0,96.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1850,0,Electricity,-1,-1,33,0.0,0,0.0,0.0,103.0,0.0,0,0,30973,0,0,Dodge,Caravan/Grand Caravan 2WD,N,False,0,0,70,0.0,0.0,0.0,0.0,Automatic (A1),50.2985,0.0,46.1644,0.0,Minivan - 2WD,1999,-2500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23036,0.576,0.0,0.0,0.0,37,0.0,0,0.0,0.0,90.0,0.0,0,-1,0.0,0.0,35,0.0,0,0.0,96.0,0.0,0.0,4.0,0.0,Front-Wheel Drive,0,-1,1850,0,Electricity,-1,-1,33,0.0,0,0.0,0.0,103.0,0.0,0,0,30974,0,0,Plymouth,Voyager/Grand Voyager 2WD,N,False,0,0,70,0.0,0.0,0.0,0.0,Automatic (A1),50.2985,0.0,46.1644,0.0,Minivan - 2WD,1999,-2500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23038,0.372,0.0,0.0,0.0,52,0.0,0,0.0,0.0,64.0,0.0,0,-1,0.0,0.0,55,0.0,0,0.0,62.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,1200,0,Electricity,-1,-1,58,0.0,0,0.0,0.0,59.0,0.0,0,0,30976,0,0,Chevrolet,S10 Electric,N,False,0,0,33,0.0,0.0,0.0,0.0,Automatic (A1),74.8889,0.0,82.1951,0.0,Small Pickup Trucks 2WD,1998,750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23039,0.726,0.0,0.0,0.0,28,0.0,0,0.0,0.0,122.0,0.0,0,-1,0.0,0.0,28,0.0,0,0.0,121.0,0.0,0.0,0.0,0.0,2-Wheel Drive,0,-1,2350,0,Electricity,-1,-1,28,0.0,0,0.0,0.0,120.0,0.0,0,0,30977,0,0,Chevrolet,S10 Electric,N,False,0,0,72,0.0,0.0,0.0,0.0,Automatic (A1),35.8511,0.0,39.186,0.0,Small Pickup Trucks 2WD,1998,-5000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
23041,0.204,0.0,0.0,7.0,106,0.0,0,0.0,0.0,32.0,0.0,0,-1,0.0,0.0,99,0.0,0,0.0,34.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,0,-1,650,0,Electricity,-1,-1,92,0.0,0,0.0,0.0,37.0,0.0,23,90,30979,0,0,Nissan,Leaf,Y,False,0,0,73,0.0,0.0,0.0,0.0,Automatic (A1),151.5,0.0,131.3,0.0,Midsize Cars,2011,3500,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
23137,0.234,0.0,0.0,8.0,94,0.0,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,87,0.0,0,0.0,39.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,705,-1,750,0,Electricity,-1,-1,79,0.0,0,0.0,0.0,43.0,0.0,0,0,31064,0,0,smart,fortwo electric drive cabriolet,N,False,0,0,63,0.0,0.0,0.0,0.0,Automatic (A1),134.627,0.0,112.906,0.0,Two Seaters,2011,3000,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
23138,0.234,0.0,0.0,8.0,94,0.0,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,87,0.0,0,0.0,39.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,704,-1,750,0,Electricity,-1,-1,79,0.0,0,0.0,0.0,43.0,0.0,0,0,31065,0,0,smart,fortwo electric drive coupe,N,False,0,0,63,0.0,0.0,0.0,0.0,Automatic (A1),134.627,0.0,112.906,0.0,Two Seaters,2011,3000,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
23807,0.18,0.0,0.0,7.0,126,126.4,0,0.0,0.0,27.0,0.0,0,-1,0.0,0.0,112,112.2,0,0.0,30.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,141,-1,600,0,Electricity,-1,-1,99,98.7,0,0.0,0.0,34.0,0.0,13,85,31673,0,0,Mitsubishi,i-MiEV,Y,False,0,0,62,68.5545,0.0,54.8184,0.0,Automatic (A1),180.5,0.0,141.0,0.0,Subcompact Cars,2012,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
24051,0.324,0.0,0.0,8.0,62,61.9,0,0.0,0.0,55.0,0.0,0,-1,0.0,0.0,62,62.0,0,0.0,54.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,-1,1050,0,Electricity,-1,-1,62,62.0,0,0.0,0.0,54.0,0.0,0,0,31893,0,0,Azure Dynamics,Transit Connect Electric Van,N,False,0,0,56,56.7812,0.0,55.6759,0.0,Automatic (A1),88.4,0.0,88.6,0.0,Special Purpose Vehicle 2WD,2012,1500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
24052,0.324,0.0,0.0,8.0,62,61.9,0,0.0,0.0,55.0,0.0,0,-1,0.0,0.0,62,62.0,0,0.0,54.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,2,-1,1050,0,Electricity,-1,-1,62,62.0,0,0.0,0.0,54.0,0.0,0,0,31894,0,0,Azure Dynamics,Transit Connect Electric Wagon,N,False,0,0,56,56.7812,0.0,55.6759,0.0,Automatic (A1),88.4,0.0,88.6,0.0,Special Purpose Vehicle 2WD,2012,1500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
24341,0.204,0.0,0.0,7.0,106,0.0,0,0.0,0.0,32.0,0.0,0,-1,0.0,0.0,99,0.0,0,0.0,34.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,901,-1,650,0,Electricity,-1,-1,92,0.0,0,0.0,0.0,37.0,0.0,23,90,32154,0,0,Nissan,Leaf,Y,False,0,0,73,77.165,0.0,67.316,0.0,Automatic (A1),151.5,0.0,131.3,0.0,Midsize Cars,2012,3500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
24472,0.198,0.0,0.0,5.0,107,106.733,0,0.0,0.0,32.0,0.0,0,-1,0.0,0.0,102,101.822,0,0.0,33.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,100,-1,650,0,Electricity,-1,-1,96,96.4011,0,0.0,0.0,35.0,0.0,0,0,32276,6,0,BMW,Active E,N,False,86,0,94,0.0,0.0,0.0,0.0,Automatic (A1),152.4758,0.0,137.7159,0.0,Subcompact Cars,2011,3500,0.0,Tue Jan 01 00:00:00 EST 2013,Thu Jul 07 00:00:00 EDT 2016,0,0,0
24473,0.276,0.0,0.0,6.0,77,77.2,0,0.0,0.0,44.0,0.0,0,-1,0.0,0.0,73,72.7,0,0.0,46.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,-1,900,0,Electricity,-1,-1,68,67.9,0,0.0,0.0,50.0,0.0,0,0,32277,0,14,CODA Automotive,CODA,N,False,0,72,88,93.555,0.0,93.555,0.0,Automatic (A1),110.3,0.0,97.0,0.0,Subcompact Cars,2012,2250,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
24474,0.192,0.0,0.0,4.0,110,110.048,0,0.0,0.0,31.0,0.0,0,-1,0.0,0.0,105,104.758,0,0.0,32.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,300,-1,600,0,Electricity,-1,-1,99,98.9461,0,0.0,0.0,34.0,0.0,14,90,32278,0,0,Ford,Focus Electric,N,False,0,0,76,79.7573,0.0,71.5259,0.0,Automatic (variable gear ratios),157.2,0.0,141.4,0.0,Compact Cars,2012,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Tue Sep 30 00:00:00 EDT 2014,0,0,0
24784,0.228,0.0,0.0,12.0,88,87.9,0,0.0,0.0,38.0,0.0,0,-1,0.0,0.0,89,88.8,0,0.0,38.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,1,-1,750,0,Electricity,-1,-1,90,90.1,0,0.0,0.0,37.0,0.0,26,94,32557,0,0,Tesla,Model S,Y,False,0,0,265,262.69,0.0,266.78,0.0,Automatic (A1),110.4,0.0,113.2,0.0,Large Cars,2012,3000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25303,0.192,0.0,0.0,4.0,110,110.048,0,0.0,0.0,31.0,0.0,0,-1,0.0,0.0,105,104.7587,0,0.0,32.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,242,10,600,0,Electricity,10,-1,99,98.9461,0,0.0,0.0,34.0,0.0,14,90,33024,0,0,Ford,Focus Electric,Y,False,0,0,76,79.7573,0.0,71.5259,0.0,Automatic (A1),157.2114,0.0,141.3516,0.0,Compact Cars,2013,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Tue Sep 30 00:00:00 EDT 2014,0,0,0
25570,0.174,0.0,0.0,4.0,132,131.8861,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,118,118.142,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,6,10,550,0,Electricity,10,-1,105,104.7943,0,0.0,0.0,32.0,0.0,0,0,33265,0,21,Honda,Fit EV,N,False,0,91,82,89.81,0.0,73.56,0.0,Automatic (A1),188.4087,0.0,149.7062,0.0,Small Station Wagons,2013,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25615,0.192,0.0,0.0,6.0,122,121.66,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,107,106.9856,0,0.0,32.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,705,10,600,0,Electricity,10,-1,93,93.24,0,0.0,0.0,36.0,0.0,0,0,33305,0,0,smart,fortwo electric drive convertible,N,False,0,0,68,75.81,0.0,59.09,0.0,Automatic (A1),173.8,0.0,133.2,0.0,Two Seaters,2013,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25616,0.192,0.0,0.0,6.0,122,121.66,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,107,106.9856,0,0.0,32.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,704,10,600,0,Electricity,10,-1,93,93.24,0,0.0,0.0,36.0,0.0,0,0,33306,0,0,smart,fortwo electric drive coupe,N,False,0,0,68,75.81,0.0,59.09,0.0,Automatic (A1),173.8,0.0,133.2,0.0,Two Seaters,2013,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25617,0.168,0.0,0.0,4.0,138,138.304,0,0.0,0.0,24.0,0.0,0,-1,0.0,0.0,121,120.913,0,0.0,28.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,21,10,550,0,Electricity,10,-1,105,104.8056,0,0.0,0.0,32.0,0.0,4,73,33307,0,0,Scion,iQ EV,N,False,0,0,38,42.4,0.0,31.62,0.0,Automatic (variable gear ratios),197.5771,0.0,149.7223,0.0,Minicompact Cars,2013,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25618,0.264,0.0,0.0,6.0,78,78.4283,0,0.0,0.0,43.0,0.0,0,-1,0.0,0.0,76,76.169,0,0.0,44.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,86,-1,850,0,Electricity,-1,-1,74,73.5784,0,0.0,0.0,46.0,0.0,0,0,33308,0,0,Toyota,RAV4 EV,N,False,0,0,103,107.0,0.0,98.9,0.0,Automatic (variable gear ratios),112.0404,0.0,105.112,0.0,Sport Utility Vehicle - 2WD,2012,2500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25650,0.276,0.0,0.0,6.0,77,77.2,0,0.0,0.0,44.0,0.0,0,-1,0.0,0.0,73,72.7,0,0.0,46.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,10,900,0,Electricity,10,-1,68,67.9,0,0.0,0.0,50.0,0.0,0,0,33337,0,14,CODA Automotive,CODA,N,False,0,72,88,93.555,0.0,81.298,0.0,Automatic (A1),110.3,0.0,97.0,0.0,Subcompact Cars,2013,2250,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25673,0.18,0.0,0.0,7.0,126,126.3678,0,0.0,0.0,27.0,0.0,0,-1,0.0,0.0,112,112.2077,0,0.0,30.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,141,10,600,0,Electricity,10,-1,99,98.6914,0,0.0,0.0,34.0,0.0,13,85,33358,0,0,Mitsubishi,i-MiEV,N,False,0,0,62,68.5545,0.0,54.8184,0.0,Automatic (A1),180.5254,0.0,140.9876,0.0,Subcompact Cars,2013,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25683,0.21,0.0,0.0,10.0,94,94.4,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,95,95.4,0,0.0,35.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,2,10,700,0,Electricity,10,-1,97,96.7,0,0.0,0.0,35.0,0.0,26,94,33367,0,0,Tesla,Model S (60 kW-hr battery pack),N,False,0,0,208,205.7,0.0,210.7,0.0,Automatic (A1),118.6,0.0,121.5,0.0,Large Cars,2013,3250,3.75,Tue Jan 01 00:00:00 EST 2013,Thu Nov 20 00:00:00 EST 2014,0,0,0
25684,0.228,0.0,0.0,12.0,88,87.9,0,0.0,0.0,38.0,0.0,0,-1,0.0,0.0,89,88.8,0,0.0,38.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,1,10,750,0,Electricity,10,-1,90,90.1,0,0.0,0.0,37.0,0.0,26,94,33368,0,0,Tesla,Model S (85 kW-hr battery pack),Y,False,0,0,265,262.7,0.0,266.8,0.0,Automatic (A1),110.4,0.0,113.2,0.0,Large Cars,2013,3000,4.75,Tue Jan 01 00:00:00 EST 2013,Thu Nov 20 00:00:00 EST 2014,0,0,0
25701,0.324,0.0,0.0,6.0,60,60.1785,0,0.0,0.0,56.0,0.0,0,-1,0.0,0.0,62,61.9394,0,0.0,54.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,1,-1,1050,0,Electricity,-1,-1,64,64.2368,0,0.0,0.0,52.0,0.0,0,0,33383,0,0,BYD,e6,N,False,0,0,122,120.1,0.0,124.8,0.0,Automatic (A1),85.9694,0.0,91.7668,0.0,Sport Utility Vehicle - 2WD,2012,1500,0.0,Tue Jan 01 00:00:00 EST 2013,Wed Apr 16 00:00:00 EDT 2014,0,0,0
25715,0.174,0.0,0.0,4.0,122,122.4,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,116,115.974,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,738,10,550,0,Electricity,10,-1,108,108.1,0,0.0,0.0,31.0,0.0,7,76,33396,0,0,Fiat,500e,N,False,0,0,87,91.84,0.0,81.48,0.0,Automatic (A1),174.8555,0.0,154.4591,0.0,Minicompact Cars,2013,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25716,0.264,0.0,0.0,6.0,78,78.4283,0,0.0,0.0,43.0,0.0,0,-1,0.0,0.0,76,76.169,0,0.0,44.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,93,10,850,0,Electricity,10,-1,74,73.5784,0,0.0,0.0,46.0,0.0,0,0,33397,0,0,Toyota,RAV4 EV,N,False,0,0,103,107.0,0.0,98.9,0.0,Automatic (variable gear ratios),112.0404,0.0,105.112,0.0,Small Sport Utility Vehicle 2WD,2013,2500,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25895,0.174,0.0,0.0,7.0,129,128.9217,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,115,115.4934,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,901,10,550,0,Electricity,10,-1,102,102.451,0,0.0,0.0,33.0,0.0,24,92,33558,0,0,Nissan,Leaf,N,False,0,0,75,82.0,0.0,65.6,0.0,Automatic (A1),184.1738,0.0,146.3586,0.0,Midsize Cars,2013,4000,4.0,Tue Jan 01 00:00:00 EST 2013,Thu Nov 20 00:00:00 EST 2014,0,0,0
25955,0.216,0.0,0.0,6.0,93,93.4,0,0.0,0.0,36.0,0.0,0,-1,0.0,0.0,94,94.3,0,0.0,36.0,0.0,0.0,0.0,0.0,Rear-Wheel Drive,3,10,700,0,Electricity,10,-1,96,95.5,0,0.0,0.0,35.0,0.0,26,94,33612,0,0,Tesla,Model S (40 kW-hr battery pack),N,False,0,0,139,138.5,0.0,140.7,0.0,Automatic (A1),117.3,0.0,120.0,0.0,Large Cars,2013,3250,2.5,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
25986,0.168,0.0,0.0,7.0,128,128.2,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,119,118.9,0,0.0,28.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,110,10,550,0,Electricity,10,-1,109,109.2,0,0.0,0.0,31.0,0.0,0,0,33640,0,11,Chevrolet,Spark EV,N,False,0,86,82,87.8,0.0,74.8,0.0,Automatic (A1),183.2,0.0,156.0,0.0,Subcompact Cars,2014,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26278,0.174,0.0,0.0,4.0,132,131.8861,0,0.0,0.0,26.0,0.0,0,-1,0.0,0.0,118,118.142,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,11,10,550,0,Electricity,10,-1,105,104.7943,0,0.0,0.0,32.0,0.0,0,0,33905,0,21,Honda,Fit EV,N,False,0,91,82,89.81,0.0,73.56,0.0,Automatic (A1),188.4087,0.0,149.7062,0.0,Small Station Wagons,2014,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
26528,0.192,0.0,0.0,3.6,110,110.048,0,0.0,0.0,31.0,0.0,0,-1,0.0,0.0,105,104.7587,0,0.0,32.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,422,10,600,0,Electricity,10,-1,99,98.9461,0,0.0,0.0,34.0,0.0,14,90,34130,0,0,Ford,Focus Electric,N,False,0,0,76,79.7573,0.0,71.5259,0.0,Automatic (A1),157.2114,0.0,141.3516,0.0,Compact Cars,2014,3750,0.0,Tue Jan 01 00:00:00 EST 2013,Tue Sep 30 00:00:00 EDT 2014,0,0,0
26808,0.174,0.0,0.0,4.0,122,122.4,0,0.0,0.0,28.0,0.0,0,-1,0.0,0.0,116,115.974,0,0.0,29.0,0.0,0.0,0.0,0.0,Front-Wheel Drive,339,10,550,0,Electricity,10,-1,108,108.1,0,0.0,0.0,31.0,0.0,7,72,34392,0,0,Fiat,500e,N,False,0,0,87,91.84,0.0,81.48,0.0,Automatic (A1),174.8555,0.0,154.4591,0.0,Minicompact Cars,2014,4000,0.0,Tue Jan 01 00:00:00 EST 2013,Fri Apr 11 00:00:00 EDT 2014,0,0,0
